0,Content,对华情感预测,私人情感预测
" 政治,china propaganda,liss,f,en,apparently china could be using tiktok to spread pro-russian propaganda and that's legit insane to me", 政治china propagandalissfenapparently china could be using tiktok to spread prorussian propaganda and thats legit insane to me,2,1
" 政治,china propaganda,Liam DuPont,t,en,China's state media is sad about  because it's not an easy propaganda distribution channel like X (and Facebook). I’d call that a great endorsement!", 政治china propagandaliam duponttenchinas state media is sad about  because its not an easy propaganda distribution channel like x and facebook id call that a great endorsement,0,0
" 政治,china propaganda,Mr. Worldwide Warrior of Light,t,en,Well, it looks like China is censoring Western propaganda. How does that feel for those who wanted censorship in the West?", 政治china propagandamr worldwide warrior of lighttenwell it looks like china is censoring western propaganda how does that feel for those who wanted censorship in the west,1,1
" 政治,china propaganda,Domenico De Mico,t,en,Don’t trust Chinese this is just propaganda! This is who they really are!  Welcome to China ", 政治china propagandadomenico de micotendont trust chinese this is just propaganda this is who they really are  welcome to china ,0,2
" 政治,china propaganda,Love ,f,en,What if the truth is that Russia, China and Iran are the countries fighting against evil, and the people being fed propaganda and disinformation are the citizens in the West?", 政治china propagandalove fenwhat if the truth is that russia china and iran are the countries fighting against evil and the people being fed propaganda and disinformation are the citizens in the west,2,2
" 政治,china propaganda,norman 錢森嘉,f,en,its so riddiculous. its time to go to china get rid of communism and their antigay propaganda", 政治china propagandanorman 錢森嘉fenits so riddiculous its time to go to china get rid of communism and their antigay propaganda,0,0
" 政治,china propaganda,Tristan,f,en,I see why china is so strict on their internet access. Western propaganda is no fuckn joke man. If u let that westernize freedom seep into ur culture. Yt folks got ur soul", 政治china propagandatristanfeni see why china is so strict on their internet access western propaganda is no fuckn joke man if u let that westernize freedom seep into ur culture yt folks got ur soul,1,1
" 政治,china propaganda,Mia Mia,f,en,China censorship programs breaks apart the propaganda around censorship programs", 政治china propagandamia miafenchina censorship programs breaks apart the propaganda around censorship programs,0,0
" 政治,china propaganda,Michael Ron Bowling,t,en,China is a surveillance state, all it's corporations are required to assist the in intelligence gathering.  TikTok is certainly used for surveillance and propaganda.", 政治china propagandamichael ron bowlingtenchina is a surveillance state all its corporations are required to assist the in intelligence gathering  tiktok is certainly used for surveillance and propaganda,0,2
" 政治,china propaganda,Andy Aplikowski  ,t,en,Do you think the China agents watching the TikTok feeds of American leftists having meltdowns- are laughing their butts off OR crushed that the CCP’s propaganda influencing tool backfired?", 政治china propagandaandy aplikowski  tendo you think the china agents watching the tiktok feeds of american leftists having meltdowns are laughing their butts off or crushed that the ccps propaganda influencing tool backfired,0,2
" 政治,china propaganda,Fucco,t,en,I heard that everyone in China knows that the news is state propaganda.", 政治china propagandafuccoteni heard that everyone in china knows that the news is state propaganda,0,0
" 政治,china propaganda,John Monarch | papajohn56.eth,t,en,Why am I getting so much CCP/China propaganda on the For you timeline lately", 政治china propagandajohn monarch  papajohnethtenwhy am i getting so much ccpchina propaganda on the for you timeline lately,1,2
" 政治,china propaganda,Bev Rayburn,t,en,This dint get sucked into china’s propaganda", 政治china propagandabev rayburntenthis dint get sucked into chinas propaganda,1,0
" 政治,china propaganda,Mark Legend Gangmei,f,en,India is dirty, China is clean. How is this propaganda?", 政治china propagandamark legend gangmeifenindia is dirty china is clean how is this propaganda,2,2
" 政治,china propaganda,BRICS Multipolarity,f,en,Biggest Islamic bazaar in the world is in Urumqi, Xinjiang China Reality vs western propaganda", 政治china propagandabrics multipolarityfenbiggest islamic bazaar in the world is in urumqi xinjiang china reality vs western propaganda,2,0
" 政治,china propaganda,Stop Gaza Genocide,t,en,Western liberals still think China is the sweatshops of the 1980s, not the high tech economy of today. Their racism means they drink their own propaganda.", 政治china propagandastop gaza genocidetenwestern liberals still think china is the sweatshops of the s not the high tech economy of today their racism means they drink their own propaganda,0,1
" 政治,china propaganda,NoriNY ,t,en,Our corporate media are state's propaganda outlets like China and North Korea.", 政治china propagandanoriny tenour corporate media are states propaganda outlets like china and north korea,2,2
" 政治,china propaganda,Carl Zha,t,en,Only dumbass Americans could believe that China's state Propaganda machine could sway US elections.  Have you even seen Chinese state Propaganda, bro?", 政治china propagandacarl zhatenonly dumbass americans could believe that chinas state propaganda machine could sway us elections  have you even seen chinese state propaganda bro,1,1
" 政治,china propaganda,edward sarhuda(sokolova),t,en,This is the reality of china. Don't let the propaganda fool you, even cosplaying can get you arrested in this sino gulag land", 政治china propagandaedward sarhudasokolovatenthis is the reality of china dont let the propaganda fool you even cosplaying can get you arrested in this sino gulag land,2,1
" 政治,china propaganda,tam ,f,en,So called western journalists. Pay enough attention and you realise everything is just propaganda. West is worse than anything they portray about China, Russia, etc. Their time has come.", 政治china propagandatam fenso called western journalists pay enough attention and you realise everything is just propaganda west is worse than anything they portray about china russia etc their time has come,0,2
" 政治,china propaganda,Alpha Snus,f,en,Where can I read Chinese propaganda? I like China. I wanna do business with China. I wanna live there. That's my #scene. How do I learn more about Chinese culture? #China", 政治china propagandaalpha snusfenwhere can i read chinese propaganda i like china i wanna do business with china i wanna live there thats my scene how do i learn more about chinese culture china,0,1
" 政治,china propaganda,Cached Dream,f,en,I believe western propaganda. China and others aren't saints", 政治china propagandacached dreamfeni believe western propaganda china and others arent saints,2,2
" 政治,china propaganda,ManSėla,f,en,People are telling me I have western propaganda on Korea and China like North Korea literally doesn't have an electric fence to keep people in. How is that propaganda surely", 政治china propagandamansėlafenpeople are telling me i have western propaganda on korea and china like north korea literally doesnt have an electric fence to keep people in how is that propaganda surely,0,0
" 政治,china propaganda,Loren Piller,f,en,Propaganda not working anymore. Time to move to China or Cuba. Good luck.", 政治china propagandaloren pillerfenpropaganda not working anymore time to move to china or cuba good luck,0,0
" 政治,china censorship,Dante Enjoyer,f,en,China censorship’s are fucking garbage Like, why remove the gay from a gay show and making blood look like cum", 政治china censorshipdante enjoyerfenchina censorships are fucking garbage like why remove the gay from a gay show and making blood look like cum,1,2
" 政治,china censorship,Jee ,f,en,And all this is for China’s censorship ", 政治china censorshipjee fenand all this is for chinas censorship ,0,0
" 政治,china censorship,uwu weryut uwu,f,en,Idk why but china's censorship for arcane triggered me. My awareness and emotions improved a lot in last 2 years. This is good but i cant look to the world as positive as before anymore", 政治china censorshipuwu weryut uwufenidk why but chinas censorship for arcane triggered me my awareness and emotions improved a lot in last  years this is good but i cant look to the world as positive as before anymore,0,1
" 政治,china censorship,karo,f,en,It reminds me of this guy on tiktok saying his friend in China still thinks Caitlyn and Jayce are together thanks to the censorship", 政治china censorshipkarofenit reminds me of this guy on tiktok saying his friend in china still thinks caitlyn and jayce are together thanks to the censorship,0,1
" 政治,china censorship,StrangerOnTheInternet,f,en,That China/Arcane situation made me realize that people only disapprove of censorship when it goes against their ideologies", 政治china censorshipstrangerontheinternetfenthat chinaarcane situation made me realize that people only disapprove of censorship when it goes against their ideologies,0,1
" 政治,china censorship,ciel,f,en,From the censorship of Arcane in China I fear we’re never getting Eternal Faith", 政治china censorshipcielfenfrom the censorship of arcane in china i fear were never getting eternal faith,1,0
" 政治,china censorship,Le Reine Endommagée,f,en,No, cause like, how are people in China meant to follow the scene? Bigoted censorship always looks like this, I swear. Just making scenes incomprehensible for the sake of erasing what they don't like", 政治china censorshiple reine endommagéefenno cause like how are people in china meant to follow the scene bigoted censorship always looks like this i swear just making scenes incomprehensible for the sake of erasing what they dont like,0,0
" 政治,china censorship,ch4rles |-/,f,en,what if we stopped appeasing china and just refuse to give them tv shows and movies if they want stupid censorship in them", 政治china censorshipchrles fenwhat if we stopped appeasing china and just refuse to give them tv shows and movies if they want stupid censorship in them,1,0
" 政治,china censorship,Ya-Man,f,en,Now that I think about it China's censorship meant they didn't get that horribly timed Caitvi sex scene, I guess the true way to make a good story was Homophobia???", 政治china censorshipyamanfennow that i think about it chinas censorship meant they didnt get that horribly timed caitvi sex scene i guess the true way to make a good story was homophobia,2,2
" 政治,china censorship,𖤐 mymummydust.bsky.social !! 𖤐,t,en,the China censorship looks so awkward. I hate it.. it looks like they’re literally talking to themselves. also caitlyn leaning her head looks weird too, especially because of the actual placement", 政治china censorship𖤐 mymummydustbskysocial  𖤐tenthe china censorship looks so awkward i hate it it looks like theyre literally talking to themselves also caitlyn leaning her head looks weird too especially because of the actual placement,2,1
" 政治,china censorship,JustStopTalking,f,en,i like what china does for censorship we should get rid of gay people in movies", 政治china censorshipjuststoptalkingfeni like what china does for censorship we should get rid of gay people in movies,2,2
" 政治,china censorship,Dante Enjoyer,f,en,China censorship’s are fucking garbage Like, why remove the gay from a gay show and making blood look like cum", 政治china censorshipdante enjoyerfenchina censorships are fucking garbage like why remove the gay from a gay show and making blood look like cum,1,2
" 政治,china censorship,Dapper Bear,f,en,As soon as I saw “China” I was like “yup, makes sense” I wasn’t a big fan of Vi and Caitlyn’s relationship this season but I loathe censorship. This genuinely sucks", 政治china censorshipdapper bearfenas soon as i saw china i was like yup makes sense i wasnt a big fan of vi and caitlyns relationship this season but i loathe censorship this genuinely sucks,2,2
" 政治,china censorship,Mr.Bug,t,en,Censorship is bad anywhere. Bottom line. GODDAMN the China Edit is just fucking funny.", 政治china censorshipmrbugtencensorship is bad anywhere bottom line goddamn the china edit is just fucking funny,0,1
" 政治,china censorship,「 」,f,en,WHAT KIND OF NOISE WAS THAT JUST NOW...? CENSORSHIP? CHINA CENSORED YOU!? WHO IS CHINA AND WHY ARE THEY SO POWERFUL", 政治china censorship fenwhat kind of noise was that just now censorship china censored you who is china and why are they so powerful,1,1
" 政治,air pollution china,Indolencia,f,en,China has dealt with air pollution. Indonesia is proud of all of its roads.", 政治air pollution chinaindolenciafenchina has dealt with air pollution indonesia is proud of all of its roads,1,1
" 政治,air pollution china,Aermoni,f,en,Chinese factories account for 98% of air pollution across South Asia and South-east Asia and premature death of more than 1 billion people. #ban #China #pollution #ccp", 政治air pollution chinaaermonifenchinese factories account for  of air pollution across south asia and southeast asia and premature death of more than  billion people ban china pollution ccp,0,0
" 政治,air pollution china,dothestarsmakenoises,f,en,China's Air Pollution Is So Awful You Can See It From Space", 政治air pollution chinadothestarsmakenoisesfenchinas air pollution is so awful you can see it from space,1,2
" 政治,air pollution china,rosela,t,en,Are you worried about China’s damages and enviromental impact? All dirty tiveres through the sea? All !!!! And air pollution?", 政治air pollution chinaroselatenare you worried about chinas damages and enviromental impact all dirty tiveres through the sea all  and air pollution,1,0
" 政治,air pollution china,Prashanth പ്രശാന്ത്,f,en,Beijing 2013 vs Beijing 2024: Cleaner Air, Less Pollution — Here’s How China Did It…", 政治air pollution chinaprashanth പരശനതfenbeijing  vs beijing  cleaner air less pollution  heres how china did it,2,0
" 政治,air pollution china,Seetu Mahajan Kohli,t,en,Amazing if true ! And we are still struggling with Pollution!  China implemented a National air pollution action plan from 2012 to 2017 and did wonders! But then it’s not a democracy!!", 政治air pollution chinaseetu mahajan kohlitenamazing if true  and we are still struggling with pollution  china implemented a national air pollution action plan from  to  and did wonders but then its not a democracy,2,2
" 政治,air pollution china,Wandering poet,f,en,I don't know if there is a climate crisis, but the issue of air pollution is real; before China develops clean energy and electric vehicles, the exhaust on the roads can kill you.", 政治air pollution chinawandering poetfeni dont know if there is a climate crisis but the issue of air pollution is real before china develops clean energy and electric vehicles the exhaust on the roads can kill you,2,0
" 政治,air pollution china,Infornex,f,en,China has implemented aggressive strategies to combat pollution, achieving a 42.3% reduction in air pollution levels from 2013 to 2021.", 政治air pollution chinainfornexfenchina has implemented aggressive strategies to combat pollution achieving a  reduction in air pollution levels from  to ,0,2
" 政治,air pollution china,Jyotsna,f,en,AQI blues: What India can learn from China to curb air pollution", 政治air pollution chinajyotsnafenaqi blues what india can learn from china to curb air pollution,1,2
" 政治,air pollution china,Michael Henry Yusingco,f,en,“China set an unprecedented example for how fast a country can tackle air pollution when political will, social will and resources align,""""", 政治air pollution chinamichael henry yusingcofenchina set an unprecedented example for how fast a country can tackle air pollution when political will social will and resources align,1,0
" 政治,air pollution china,Tushar Pawar,f,en,How to reduce Air Pollution? Me: control stubble burning, reduce ICE vehicles, set up air purifiers at city level to the likes of China Govt: cap the AQI at 500, voila, no air pollution. Fvck, yeah. ", 政治air pollution chinatushar pawarfenhow to reduce air pollution me control stubble burning reduce ice vehicles set up air purifiers at city level to the likes of china govt cap the aqi at  voila no air pollution fvck yeah ,2,1
" 政治,air pollution china,Gabster3,t,en,China’s air pollution is SO terrible it blows across to South Korea   and President Xi (Winnie the Poo) just gave #Albo a climate change award. #ScamArtist #China", 政治air pollution chinagabstertenchinas air pollution is so terrible it blows across to south korea   and president xi winnie the poo just gave albo a climate change award scamartist china,2,1
" 政治,air pollution china,Dr. Manuj Bhardwaj,f,en,China’s pollution may have clouded the skies, but it fueled an industrial revolution and rapid growth. Meanwhile, Delhi's air pollution? It gives us teary eyes, diseases, and a future in question.", 政治air pollution chinadr manuj bhardwajfenchinas pollution may have clouded the skies but it fueled an industrial revolution and rapid growth meanwhile delhis air pollution it gives us teary eyes diseases and a future in question,2,2
" 政治,air pollution china,Prasanna Mohanty,f,en,How China controlled air pollution but India is failing...", 政治air pollution chinaprasanna mohantyfenhow china controlled air pollution but india is failing,1,2
" 政治,air pollution china,flor,f,en,genuinely crying at me being lol wow it smells like china these days and then it turns out the smell was air pollution", 政治air pollution chinaflorfengenuinely crying at me being lol wow it smells like china these days and then it turns out the smell was air pollution,2,1
" 政治,air pollution china,Luso_603,t,en,Air pollutants, however US has much higher rate of ASD compared to major pollution countries like India and China. So.... chem trails??", 政治air pollution chinaluso_tenair pollutants however us has much higher rate of asd compared to major pollution countries like india and china so chem trails,1,1
" 政治,air pollution china,Institute for Sound Public Policy,t,en,Hmm. 30% of the air pollution being breathed by San Franciscans comes from China. Let that sink in.", 政治air pollution chinainstitute for sound public policytenhmm  of the air pollution being breathed by san franciscans comes from china let that sink in,2,0
" 政治,BRICS2024,AI. nita,t,en,I might be Covid positive and loopy from side effects : Fuck    would do better to look at #BRICS2024  Or at least our southern partners ", 政治bricsai nitateni might be covid positive and loopy from side effects  fuck    would do better to look at brics  or at least our southern partners ,0,0
" 政治,BRICS2024,Egmont Institute,t,en,China is keen to dislodge US dominance in the Indo-Pacific as it sees regional supremacy as key to its ambition to become a global power #BRICS2024 #ReinholdBrender @EgmontInstitute", 政治bricsegmont institutetenchina is keen to dislodge us dominance in the indopacific as it sees regional supremacy as key to its ambition to become a global power brics reinholdbrender egmontinstitute,2,2
" 政治,BRICS2024,Egmont Institute,t,en,Tensions within #BRICS also stem from the competition among #China, #India, and #Russia for leadership of the Global South #BRICS2024 #ReinholdBrender @EgmontInstitute", 政治bricsegmont institutetentensions within brics also stem from the competition among china india and russia for leadership of the global south brics reinholdbrender egmontinstitute,0,1
" 政治,BRICS2024,Egmont Institute,t,en,All BRICS members seek to reshape global governance to provide a greater voice for the Global South and strengthen South-South cooperation #BRICS2024 #ReinholdBrender @EgmontInstitute", 政治bricsegmont institutetenall brics members seek to reshape global governance to provide a greater voice for the global south and strengthen southsouth cooperation brics reinholdbrender egmontinstitute,1,0
" 政治,BRICS2024,CA INTERCEPTOR,t,en,China encourages a practical strategy in relations, acknowledging America's decision #Trump2024 #BRICS2024 #China", 政治bricsca interceptortenchina encourages a practical strategy in relations acknowledging americas decision trump brics china,0,0
" 政治,BRICS2024,Benyamin Poghosyan,f,en,It was a pleasure to take part in ANN/Groong conversations to discuss emerging new world order, and the role of BRICS and China  #BRICS2024 #Armenia #Azerbaijan", 政治bricsbenyamin poghosyanfenit was a pleasure to take part in anngroong conversations to discuss emerging new world order and the role of brics and china  brics armenia azerbaijan,1,2
" 政治,BRICS2024,SHEKHAR PANWAR,t,en,Good rebuilding of relations between India and china , dialogue and frequent engagement brings this result #indiachinaborder #geopolitics #BRICS2024", 政治bricsshekhar panwartengood rebuilding of relations between india and china  dialogue and frequent engagement brings this result indiachinaborder geopolitics brics,2,2
" 政治,BRICS2024,Chanchal Nigam,f,en,3 most powerful men in this world   No Doubt... Climax of the 2024 #India #Russia #china #BRICS2024 #Modi #Putin #XiJinping", 政治bricschanchal nigamfen most powerful men in this world   no doubt climax of the  india russia china brics modi putin xijinping,2,0
" 政治,BRICS2024,Abijit,t,en,The #BRICS2024 summit paves the way for peace as Indian troops withdraw from the China border. A promising step towards harmonious relations! #IndiaChina", 政治bricsabijittenthe brics summit paves the way for peace as indian troops withdraw from the china border a promising step towards harmonious relations indiachina,2,2
" 政治,BRICS2024,Chinese Embassy in US,t,en,#China's trade with other #BRICS  countries rises #BRICS2024", 政治bricschinese embassy in ustenchinas trade with other brics  countries rises brics,1,0
" 政治,BRICS2024,Legacy,t,en,I have mixed feelings about this, our nation has been sold to China, yet BRICS could be good for us? #BRICS2024 #SouthAfricanMorning", 政治bricslegacyteni have mixed feelings about this our nation has been sold to china yet brics could be good for us brics southafricanmorning,1,0
" 政治,BRICS2024,COMMUNITY EARTH RADIO,f,en,South Asian, African nations poised for rapid development in the coming years, and BRICS is ready partner on that – Putin #BRICS2024  #Putin", 政治bricscommunity earth radiofensouth asian african nations poised for rapid development in the coming years and brics is ready partner on that  putin brics  putin,0,0
" 政治,BRICS2024,script_sil3ncer,t,en,Change is  coming . Old order Bretton Woods is collapsing no more . BRICS2024 will shape the new world order .", 政治bricsscript_silncertenchange is  coming  old order bretton woods is collapsing no more  brics will shape the new world order ,0,0
" 政治,BRICS,Patrick Lewis,t,en, May this be the beginning of #america’s………………… #israel  #BRICS #BRICS2024 #BRICSSummit", 政治bricspatrick lewisten may this be the beginning of americas israel  brics brics bricssummit,1,0
" 政治,BRICS,Jokerman99,f,en,Brics meeting caused tears in eyes of 5 eyes  #BRICS #BRICSSummit #BRICS2024  #modi", 政治bricsjokermanfenbrics meeting caused tears in eyes of  eyes  brics bricssummit brics  modi,0,0
" 政治,BRICS,Naveen,f,en,There is zero mention of the #BRICS2024 summit in American msm. Hehe, shows that they're really scared.", 政治bricsnaveenfenthere is zero mention of the brics summit in american msm hehe shows that theyre really scared,0,0
" 政治,BRICS,GamesAreDope,t,en,HYPOCISY at the ROOT. This is why America and ALL it's associates will fall. Never, ever to rise again!! #America #BRICS2024 putin kamala trump", 政治bricsgamesaredopetenhypocisy at the root this is why america and all its associates will fall never ever to rise again america brics putin kamala trump,1,0
" 政治,BRICS,witty watan,f,en,America Crying after BRICS #BRICS #BRICS2024 #America #IndiaChina #India #China", 政治bricswitty watanfenamerica crying after brics brics brics america indiachina india china,2,2
" 政治,BRICS2024,魏火火互of必回,f,en,President Xi Jinping on Tuesday attended a welcoming dinner held for #BRICS leaders in Kazan, Russia. #XiJinping #XiVisit #BRICS2024", 政治brics魏火火互of必回fenpresident xi jinping on tuesday attended a welcoming dinner held for brics leaders in kazan russia xijinping xivisit brics,0,2
" 政治,BRICS,Robbie in China,f,en,The old world order vs the new world order. #BRICS #BRICS2024", 政治bricsrobbie in chinafenthe old world order vs the new world order brics brics,1,2
" 政治,BRICS,Muhammed Muhiyudheen,f,en,A world without imperialism and a world where everybody is respected and everyone's rights protected! A world without the Israel side. #BRICS2024  #FreePalestine", 政治bricsmuhammed muhiyudheenfena world without imperialism and a world where everybody is respected and everyones rights protected a world without the israel side brics  freepalestine,2,2
" 政治,BRICS,Kamlesh Kr Bind (Adv),f,en,BRICS is reportedly planning to launch a banknote that will replace dollar. #BRICS2024 #BRICSSummit #BRICS #Brazil #Russia #India #China #SouthAfrica", 政治bricskamlesh kr bind advfenbrics is reportedly planning to launch a banknote that will replace dollar brics bricssummit brics brazil russia india china southafrica,1,1
" 政治,BRICS,Bala,f,en,Most Valid Point of #BRICS2024 its plain and simple. Those who wish #Dollar to continue as the global currency should know its America which weaponised the #USD which is suicidal. #Putin", 政治bricsbalafenmost valid point of brics its plain and simple those who wish dollar to continue as the global currency should know its america which weaponised the usd which is suicidal putin,2,0
" 政治,BRICS,میم اِف ,f,en,Goodbye dollar Hello to the decline of America #BRICS2024 #بریکس", 政治bricsمیم اف fengoodbye dollar hello to the decline of america brics بریکس,2,1
" 体育,chinaopen2024,Sandy ,f,en,Congrats to both players for an epic show at the China Open!   #CocoGauff #PaulaBadosa #ChinaOpen #ChinaOpen2024", 体育chinaopensandy fencongrats to both players for an epic show at the china open   cocogauff paulabadosa chinaopen chinaopen,0,1
" 体育,chinaopen2024,Arwa Zaman,f,en,Miner backed by #Canada  province vows to compete with China in rare earths . . https://chat.whatsapp.com/H8ZGRHbOK5YBwsfkAC53Vy… . #ChinaOpen2024 #XAUUSD #oil", 体育chinaopenarwa zamanfenminer backed by canada  province vows to compete with china in rare earths   httpschatwhatsappcomhzgrhbokybwsfkacvy  chinaopen xauusd oil,1,1
" 体育,chinaopen2024,Sixsports_Network,f,en,Elena Rybakina have announced that she will miss China Open in Beijing. #ChinaOpen2024 #ChinaOpen #Beijing", 体育chinaopensixsports_networkfenelena rybakina have announced that she will miss china open in beijing chinaopen chinaopen beijing,1,0
" 体育,chinaopen2024,k,f,en,Its the world vs china Haha #ChinaOpen2024", 体育chinaopenkfenits the world vs china haha chinaopen,1,0
" 体育,chinaopen2024,Sport in a nutshell,f,en,Rest of the world is no where to catch Team china !!! Team china already won 4 categories title!!!Now, They are fighting for another title!!!#Chinaopen2024 #Badminton", 体育chinaopensport in a nutshellfenrest of the world is no where to catch team china  team china already won  categories titlenow they are fighting for another titlechinaopen badminton,0,2
" 体育,chinaopen2024,7his.me,f,en,Altho' it would be nice if China didn't get another win in MS, I still don't want Kodai to win. Ha ha. Maybe next game la, MD champ to be Dinfei . #ChinaOpen2024", 体育chinaopenhismefenaltho it would be nice if china didnt get another win in ms i still dont want kodai to win ha ha maybe next game la md champ to be dinfei  chinaopen,1,0
" 体育,chinaopen2024,BWF,t,en,All-chinese final sees Li/Zhang  face off against Li/Luo . #BWFWorldTour #ChinaOpen2024", 体育chinaopenbwftenallchinese final sees lizhang  face off against liluo  bwfworldtour chinaopen,0,0
" 体育,chinaopen2024,Support Crew,f,en,Malaysia should send official protest for the Chinese Medical team to treat their MD player during the match when it should only be treated by the tournament medical officials. #feidin #ChinaOpen2024", 体育chinaopensupport crewfenmalaysia should send official protest for the chinese medical team to treat their md player during the match when it should only be treated by the tournament medical officials feidin chinaopen,2,1
" 体育,chinaopen2024,I'm Pakistani ,f,en,#GreaterBayArea film concert features Chinese culture, togetherness. #CulturalJourney #HongKong #Macao #ChinaOpen2024", 体育chinaopenim pakistani fengreaterbayarea film concert features chinese culture togetherness culturaljourney hongkong macao chinaopen,2,1
" 政治,Taiwan,18th Oahosoh,f,en,Xi hasn’t made a move on Taiwan—key allies are gone. This further proves China has no active plans for military unification. But in the face of internal crises, Beijing might be forced to act.", 政治taiwanth oahosohfenxi hasnt made a move on taiwankey allies are gone this further proves china has no active plans for military unification but in the face of internal crises beijing might be forced to act,0,0
" 政治,Taiwan,MsJones #cep,f,en,Trump will no doubt expect European and British support over China versus Taiwan. At the same time he pulls US support from Ukraine.", 政治taiwanmsjones cepfentrump will no doubt expect european and british support over china versus taiwan at the same time he pulls us support from ukraine,0,0
" 政治,Taiwan,Kyle Sweetser,t,en,China is heavily invested in helping Russia destabilize Europe. If Russia is able to permanently seize more parts of Ukraine, China will be more likely to move on Taiwan.", 政治taiwankyle sweetsertenchina is heavily invested in helping russia destabilize europe if russia is able to permanently seize more parts of ukraine china will be more likely to move on taiwan,0,0
" 政治,Taiwan,Robotbeat ➐,t,en,The funniest outcome of China attempting to invade Taiwan is if Hong Kong ends up joining Taiwan.", 政治taiwanrobotbeat ➐tenthe funniest outcome of china attempting to invade taiwan is if hong kong ends up joining taiwan,0,2
" 政治,Taiwan,Economic Times,t,en,#China increases #military activity in #Taiwan", 政治taiwaneconomic timestenchina increases military activity in taiwan,0,2
" 政治,Taiwan,((MRW))#,f,en,My prediction: After Trump takes office, China will invade Taiwan.", 政治taiwanmrwfenmy prediction after trump takes office china will invade taiwan,1,2
" 政治,Taiwan,Trk,f,en,America is rapidly losing the ability to deter China in the Taiwan", 政治taiwantrkfenamerica is rapidly losing the ability to deter china in the taiwan,2,2
" 政治,Taiwan,Hadi Azzouni,t,en,I put 70% probability on China invading Taiwan in the next 4 years and 99% probability on the US doing nothing about it.", 政治taiwanhadi azzouniteni put  probability on china invading taiwan in the next  years and  probability on the us doing nothing about it,2,0
" 政治,Taiwan,Trädet,f,en,Congratulations on the win, independent nation Taiwan, or rather the republic of China. And now, as we all knew, @thinking_panda, is still a b*tch.", 政治taiwanträdetfencongratulations on the win independent nation taiwan or rather the republic of china and now as we all knew thinking_panda is still a btch,2,0
" 政治,Taiwan,गजोधर चाचा,f,en,Now #China can’t even recruit in a free and fair market.  #Huawei #TSMC #Taiwan #Nvidia", 政治taiwanगजधर चचfennow china cant even recruit in a free and fair market  huawei tsmc taiwan nvidia,2,2
" 政治,Taiwan,TheTexasOne,t,en,China is probably gonna make their move on Taiwan soon.", 政治taiwanthetexasonetenchina is probably gonna make their move on taiwan soon,2,2
" 政治,Taiwan,The Good Shepherd,f,en, """"America is rapidly losing the ability to deter China in the Taiwan Strait and elsewhere due to a weak defense industrial base.""""", 政治taiwanthe good shepherdfen america is rapidly losing the ability to deter china in the taiwan strait and elsewhere due to a weak defense industrial base,2,0
" 政治,Taiwan,Sam Iam,t,en,Will China's CCP try to take Taiwan while the current totally corrupt admin is in place? That is what NATO suspects. Prepare for War?  Where are the military aircraft?", 政治taiwansam iamtenwill chinas ccp try to take taiwan while the current totally corrupt admin is in place that is what nato suspects prepare for war  where are the military aircraft,2,2
" 文化,Chinese New Year ,hy,f,en,Chinese New Year is very popular between students. Because we can have along happy holiday. LOVTITUDE FANMEETING #23point5FinalEP", 文化chinese new year hyfenchinese new year is very popular between students because we can have along happy holiday lovtitude fanmeeting pointfinalep,1,2
" 文化,Chinese New Year ,Joaquín,f,en,Fireworks season in #NELA is upon us, running every night from cinco de mayo to Chinese New year!", 文化chinese new year joaquínfenfireworks season in nela is upon us running every night from cinco de mayo to chinese new year,0,1
" 文化,Chinese New Year,South China Morning Post,t,en,Lunar New Year celebrations are already underway in China as millions prepare to reunite with family and friends.", 文化chinese new yearsouth china morning posttenlunar new year celebrations are already underway in china as millions prepare to reunite with family and friends,1,2
" 文化,Chinese New Year,𝓔𝓪𝓿𝓸𝓷,f,en,I find traditional Chinese culture to be incredibly fascinating so I decided to create on OC based off of my Luner New Year zodiac, the Tiger", 文化chinese new year𝓔𝓪𝓿𝓸𝓷feni find traditional chinese culture to be incredibly fascinating so i decided to create on oc based off of my luner new year zodiac the tiger,1,1
" 文化,Confucianism ,junwei | FREE,f,en,bro would love confucianism", 文化confucianism junwei  freefenbro would love confucianism,2,2
" 文化,Confucianism ,Jopy25,f,en,Confucianism and Deng Xiaoping theory as Chinese cultural exports like Xi’s Chinese dream seem useful to consider", 文化confucianism jopyfenconfucianism and deng xiaoping theory as chinese cultural exports like xis chinese dream seem useful to consider,2,2
" 文化,Confucianism ,Jopy25,f,en,Stalinism and Confucianism seem to work well together like Xi Jinping thought", 文化confucianism jopyfenstalinism and confucianism seem to work well together like xi jinping thought,1,1
" 文化,Confucianism ,Jopy25,f,en,Confucianism related to this is a more laissez faire approach I guess to some of the Chinese ideas of Marxism. I am not sure", 文化confucianism jopyfenconfucianism related to this is a more laissez faire approach i guess to some of the chinese ideas of marxism i am not sure,1,1
" 文化,Confucianism ,,t,en,Good Night   Asia is the birthplace of several major world religions including Hinduism, Buddhism, Jainism, Confucianism, Taoism, Islam, Christianity, and Shintoism.", 文化confucianism tengood night   asia is the birthplace of several major world religions including hinduism buddhism jainism confucianism taoism islam christianity and shintoism,0,0
" 文化,Confucianism ,Jopy25,f,en,Confucianism is very interesting in itself but also is maybe the main vehicle for spreading Marxism in the modern world as well", 文化confucianism jopyfenconfucianism is very interesting in itself but also is maybe the main vehicle for spreading marxism in the modern world as well,2,2
